,Hybrid,Hybrid_Parent1,Hybrid_Parent2,hybrid_occurrences,p1_children,p2_children
3061,PHW65_MOG_0213/LH195,PHW65_MOG_0213,LH195,21,2,809
3062,PHW65_MOG_0213/PHT69,PHW65_MOG_0213,PHT69,32,2,594
3063,PHW65_MOG_0215/LH195,PHW65_MOG_0215,LH195,50,2,809
3064,PHW65_MOG_0215/PHT69,PHW65_MOG_0215,PHT69,29,2,594
3065,PHW65_MOG_0217/LH195,PHW65_MOG_0217,LH195,49,2,809
3066,PHW65_MOG_0217/PHT69,PHW65_MOG_0217,PHT69,22,2,594
3067,PHW65_MOG_0218/LH195,PHW65_MOG_0218,LH195,20,2,809
3068,PHW65_MOG_0218/PHT69,PHW65_MOG_0218,PHT69,30,2,594
3069,PHW65_MOG_0221/LH195,PHW65_MOG_0221,LH195,21,2,809
3070,PHW65_MOG_0221/PHT69,PHW65_MOG_0221,PHT69,23,2,594
3071,PHW65_MOG_0223/LH195,PHW65_MOG_0223,LH195,21,2,809
3072,PHW65_MOG_0223/PHT69,PHW65_MOG_0223,PHT69,17,2,594
3073,PHW65_MOG_0224/LH195,PHW65_MOG_0224,LH195,49,2,809
3074,PHW65_MOG_0224/PHT69,PHW65_MOG_0224,PHT69,22,2,594
3075,PHW65_MOG_0232/LH195,PHW65_MOG_0232,LH195,22,2,809
3076,PHW65_MOG_0232/PHT69,PHW65_MOG_0232,PHT69,32,2,594
3077,PHW65_MOG_0236/LH195,PHW65_MOG_0236,LH195,21,2,809
3078,PHW65_MOG_0236/PHT69,PHW65_MOG_0236,PHT69,8,2,594
3079,PHW65_MOG_0241/LH195,PHW65_MOG_0241,LH195,21,2,809
3080,PHW65_MOG_0241/PHT69,PHW65_MOG_0241,PHT69,10,2,594
3081,PHW65_MOG_0242/PHT69,PHW65_MOG_0242,PHT69,10,1,594
3082,PHW65_MOG_0250/LH195,PHW65_MOG_0250,LH195,29,2,809
3083,PHW65_MOG_0250/PHT69,PHW65_MOG_0250,PHT69,41,2,594
3084,PHW65_MOG_0253/PHT69,PHW65_MOG_0253,PHT69,17,1,594
3085,PHW65_MOG_0262/LH195,PHW65_MOG_0262,LH195,49,2,809
3086,PHW65_MOG_0262/PHT69,PHW65_MOG_0262,PHT69,10,2,594
3087,PHW65_MOG_0266/LH195,PHW65_MOG_0266,LH195,48,2,809
3088,PHW65_MOG_0266/PHT69,PHW65_MOG_0266,PHT69,30,2,594
3089,PHW65_MOG_0268/LH195,PHW65_MOG_0268,LH195,20,2,809
3090,PHW65_MOG_0268/PHT69,PHW65_MOG_0268,PHT69,7,2,594
3091,PHW65_MOG_0271/CG102,PHW65_MOG_0271,CG102,2,8,153
3092,PHW65_MOG_0271/LH185,PHW65_MOG_0271,LH185,15,8,229
3093,PHW65_MOG_0271/LH195,PHW65_MOG_0271,LH195,127,8,809
3094,PHW65_MOG_0271/LH198,PHW65_MOG_0271,LH198,7,8,213
3095,PHW65_MOG_0271/LH244,PHW65_MOG_0271,LH244,92,8,512
3096,PHW65_MOG_0271/PB80,PHW65_MOG_0271,PB80,4,8,165
3097,PHW65_MOG_0271/PHB47,PHW65_MOG_0271,PHB47,11,8,277
3098,PHW65_MOG_0271/PHT69,PHW65_MOG_0271,PHT69,28,8,594
3099,PHW65_MOG_0277/LH195,PHW65_MOG_0277,LH195,47,2,809
3100,PHW65_MOG_0277/PHT69,PHW65_MOG_0277,PHT69,22,2,594
3101,PHW65_MOG_0287/LH195,PHW65_MOG_0287,LH195,52,2,809
3102,PHW65_MOG_0287/PHT69,PHW65_MOG_0287,PHT69,25,2,594
3103,PHW65_MOG_0291/LH195,PHW65_MOG_0291,LH195,20,2,809
3104,PHW65_MOG_0291/PHT69,PHW65_MOG_0291,PHT69,32,2,594
3105,PHW65_MOG_0293/CG102,PHW65_MOG_0293,CG102,12,6,153
3106,PHW65_MOG_0293/LH185,PHW65_MOG_0293,LH185,8,6,229
3107,PHW65_MOG_0293/LH195,PHW65_MOG_0293,LH195,53,6,809
3108,PHW65_MOG_0293/LH198,PHW65_MOG_0293,LH198,24,6,213
3109,PHW65_MOG_0293/PHB47,PHW65_MOG_0293,PHB47,8,6,277
3110,PHW65_MOG_0293/PHT69,PHW65_MOG_0293,PHT69,29,6,594
3111,PHW65_MOG_0294/LH195,PHW65_MOG_0294,LH195,53,2,809
3112,PHW65_MOG_0294/PHT69,PHW65_MOG_0294,PHT69,35,2,594
3113,PHW65_MOG_0296/LH195,PHW65_MOG_0296,LH195,22,2,809
3114,PHW65_MOG_0296/PHT69,PHW65_MOG_0296,PHT69,30,2,594
3115,PHW65_MOG_0297/LH195,PHW65_MOG_0297,LH195,22,2,809
3116,PHW65_MOG_0297/PHT69,PHW65_MOG_0297,PHT69,23,2,594
3117,PHW65_MOG_0300/LH195,PHW65_MOG_0300,LH195,22,2,809
3118,PHW65_MOG_0300/PHT69,PHW65_MOG_0300,PHT69,2,2,594
3119,PHW65_MOG_0305/LH195,PHW65_MOG_0305,LH195,48,2,809
3120,PHW65_MOG_0305/PHT69,PHW65_MOG_0305,PHT69,30,2,594
3121,PHW65_MOG_0306/LH195,PHW65_MOG_0306,LH195,50,2,809
3122,PHW65_MOG_0306/PHT69,PHW65_MOG_0306,PHT69,41,2,594
3123,PHW65_MOG_0307/LH195,PHW65_MOG_0307,LH195,22,2,809
3124,PHW65_MOG_0307/PHT69,PHW65_MOG_0307,PHT69,11,2,594
3125,PHW65_MOG_0308/LH195,PHW65_MOG_0308,LH195,47,2,809
3126,PHW65_MOG_0308/PHT69,PHW65_MOG_0308,PHT69,21,2,594
3127,PHW65_MOG_0310/LH195,PHW65_MOG_0310,LH195,21,2,809
3128,PHW65_MOG_0310/PHT69,PHW65_MOG_0310,PHT69,23,2,594
3129,PHW65_MOG_0311/LH195,PHW65_MOG_0311,LH195,60,4,809
3130,PHW65_MOG_0311/PB80,PHW65_MOG_0311,PB80,16,4,165
3131,PHW65_MOG_0311/PHB47,PHW65_MOG_0311,PHB47,11,4,277
3132,PHW65_MOG_0311/PHT69,PHW65_MOG_0311,PHT69,33,4,594
3133,PHW65_MOG_0312/LH195,PHW65_MOG_0312,LH195,51,2,809
3134,PHW65_MOG_0312/PHT69,PHW65_MOG_0312,PHT69,7,2,594
3135,PHW65_MOG_0314/LH195,PHW65_MOG_0314,LH195,50,2,809
3136,PHW65_MOG_0314/PHT69,PHW65_MOG_0314,PHT69,21,2,594
3137,PHW65_MOG_0315/LH195,PHW65_MOG_0315,LH195,20,2,809
3138,PHW65_MOG_0315/PHT69,PHW65_MOG_0315,PHT69,29,2,594
3139,PHW65_MOG_0316/LH195,PHW65_MOG_0316,LH195,22,2,809
3140,PHW65_MOG_0316/PHT69,PHW65_MOG_0316,PHT69,16,2,594
3141,PHW65_MOG_0321/LH195,PHW65_MOG_0321,LH195,21,2,809
3142,PHW65_MOG_0321/PHT69,PHW65_MOG_0321,PHT69,14,2,594
3143,PHW65_MOG_0326/LH195,PHW65_MOG_0326,LH195,21,2,809
3144,PHW65_MOG_0326/PHT69,PHW65_MOG_0326,PHT69,27,2,594
3145,PHW65_MOG_0327/LH195,PHW65_MOG_0327,LH195,48,2,809
3146,PHW65_MOG_0327/PHT69,PHW65_MOG_0327,PHT69,32,2,594
3147,PHW65_MOG_0329/LH195,PHW65_MOG_0329,LH195,50,2,809
3148,PHW65_MOG_0329/PHT69,PHW65_MOG_0329,PHT69,37,2,594
3149,PHW65_MOG_0332/LH195,PHW65_MOG_0332,LH195,19,2,809
3150,PHW65_MOG_0332/PHT69,PHW65_MOG_0332,PHT69,21,2,594
3151,PHW65_MOG_0335/LH195,PHW65_MOG_0335,LH195,22,2,809
3152,PHW65_MOG_0335/PHT69,PHW65_MOG_0335,PHT69,30,2,594
3153,PHW65_MOG_0338/LH195,PHW65_MOG_0338,LH195,51,2,809
3154,PHW65_MOG_0338/PHT69,PHW65_MOG_0338,PHT69,18,2,594
3155,PHW65_MOG_0340/LH195,PHW65_MOG_0340,LH195,18,2,809
3156,PHW65_MOG_0340/PHT69,PHW65_MOG_0340,PHT69,28,2,594
3157,PHW65_MOG_0341/LH195,PHW65_MOG_0341,LH195,49,2,809
3158,PHW65_MOG_0341/PHT69,PHW65_MOG_0341,PHT69,31,2,594
3159,PHW65_MOG_0343/LH195,PHW65_MOG_0343,LH195,21,2,809
3160,PHW65_MOG_0343/PHT69,PHW65_MOG_0343,PHT69,10,2,594
3161,PHW65_MOG_0350/LH195,PHW65_MOG_0350,LH195,19,2,809
3162,PHW65_MOG_0350/PHT69,PHW65_MOG_0350,PHT69,29,2,594
3163,PHW65_MOG_0352/LH195,PHW65_MOG_0352,LH195,22,2,809
3164,PHW65_MOG_0352/PHT69,PHW65_MOG_0352,PHT69,21,2,594
3165,PHW65_MOG_0354/LH195,PHW65_MOG_0354,LH195,51,2,809
3166,PHW65_MOG_0354/PHT69,PHW65_MOG_0354,PHT69,29,2,594
3167,PHW65_MOG_0359/PHT69,PHW65_MOG_0359,PHT69,8,1,594
3168,PHW65_MOG_0375/LH195,PHW65_MOG_0375,LH195,20,2,809
3169,PHW65_MOG_0375/PHT69,PHW65_MOG_0375,PHT69,18,2,594
3170,PHW65_MOG_0377/LH195,PHW65_MOG_0377,LH195,50,2,809
3171,PHW65_MOG_0377/PHT69,PHW65_MOG_0377,PHT69,31,2,594
3172,PHW65_MOG_0379/LH195,PHW65_MOG_0379,LH195,52,2,809
3173,PHW65_MOG_0379/PHT69,PHW65_MOG_0379,PHT69,30,2,594
3174,PHW65_MOG_0381/LH195,PHW65_MOG_0381,LH195,19,2,809
3175,PHW65_MOG_0381/PHT69,PHW65_MOG_0381,PHT69,20,2,594
3176,PHW65_MOG_0384/LH195,PHW65_MOG_0384,LH195,21,2,809
3177,PHW65_MOG_0384/PHT69,PHW65_MOG_0384,PHT69,23,2,594
3178,PHW65_MOG_0388/LH195,PHW65_MOG_0388,LH195,21,2,809
3179,PHW65_MOG_0388/PHT69,PHW65_MOG_0388,PHT69,14,2,594
3180,PHW65_MOG_0392/LH195,PHW65_MOG_0392,LH195,49,2,809
3181,PHW65_MOG_0392/PHT69,PHW65_MOG_0392,PHT69,35,2,594
3182,PHW65_MOG_0393/LH195,PHW65_MOG_0393,LH195,21,2,809
3183,PHW65_MOG_0393/PHT69,PHW65_MOG_0393,PHT69,16,2,594
3184,PHW65_MOG_0401/LH195,PHW65_MOG_0401,LH195,49,2,809
3185,PHW65_MOG_0401/PHT69,PHW65_MOG_0401,PHT69,20,2,594
3186,PHW65_MOG_0410/LH195,PHW65_MOG_0410,LH195,22,2,809
3187,PHW65_MOG_0410/PHT69,PHW65_MOG_0410,PHT69,17,2,594
3188,PHW65_MOG_0411/LH195,PHW65_MOG_0411,LH195,47,2,809
3189,PHW65_MOG_0411/PHT69,PHW65_MOG_0411,PHT69,13,2,594
3190,PHW65_MOG_0420/LH195,PHW65_MOG_0420,LH195,21,2,809
3191,PHW65_MOG_0420/PHT69,PHW65_MOG_0420,PHT69,7,2,594
3192,PHW65_MOG_0421/LH195,PHW65_MOG_0421,LH195,50,2,809
3193,PHW65_MOG_0421/PHT69,PHW65_MOG_0421,PHT69,31,2,594
3194,PHW65_MOG_0422/LH195,PHW65_MOG_0422,LH195,51,2,809
3195,PHW65_MOG_0422/PHT69,PHW65_MOG_0422,PHT69,12,2,594
3196,PHW65_MOG_0423/LH195,PHW65_MOG_0423,LH195,20,2,809
3197,PHW65_MOG_0423/PHT69,PHW65_MOG_0423,PHT69,29,2,594
3198,PHW65_MOG_0424/LH195,PHW65_MOG_0424,LH195,20,2,809
3199,PHW65_MOG_0424/PHT69,PHW65_MOG_0424,PHT69,40,2,594
3200,PHW65_MOG_0426/LH195,PHW65_MOG_0426,LH195,47,2,809
3201,PHW65_MOG_0426/PHT69,PHW65_MOG_0426,PHT69,30,2,594
3202,PHW65_MOG_0429/LH195,PHW65_MOG_0429,LH195,51,2,809
3203,PHW65_MOG_0429/PHT69,PHW65_MOG_0429,PHT69,28,2,594
3204,PHW65_MOG_0431/LH195,PHW65_MOG_0431,LH195,50,2,809
3205,PHW65_MOG_0431/PHT69,PHW65_MOG_0431,PHT69,35,2,594
3206,PHW65_MOG_0436/LH195,PHW65_MOG_0436,LH195,51,2,809
3207,PHW65_MOG_0436/PHT69,PHW65_MOG_0436,PHT69,16,2,594
3208,PHW65_MOG_0438/LH195,PHW65_MOG_0438,LH195,21,2,809
3209,PHW65_MOG_0438/PHT69,PHW65_MOG_0438,PHT69,11,2,594
3210,PHW65_MOG_0439/LH195,PHW65_MOG_0439,LH195,22,2,809
3211,PHW65_MOG_0439/PHT69,PHW65_MOG_0439,PHT69,30,2,594
3212,PHW65_MOG_0442/LH195,PHW65_MOG_0442,LH195,53,2,809
3213,PHW65_MOG_0442/PHT69,PHW65_MOG_0442,PHT69,9,2,594
3214,PHW65_MOG_0444/LH195,PHW65_MOG_0444,LH195,20,2,809
3215,PHW65_MOG_0444/PHT69,PHW65_MOG_0444,PHT69,17,2,594
3216,PHW65_MOG_0448/LH195,PHW65_MOG_0448,LH195,51,2,809
3217,PHW65_MOG_0448/PHT69,PHW65_MOG_0448,PHT69,13,2,594
3218,PHW65_MOG_0449/LH195,PHW65_MOG_0449,LH195,21,2,809
3219,PHW65_MOG_0449/PHT69,PHW65_MOG_0449,PHT69,10,2,594
3220,PHW65_MOG_0460/LH195,PHW65_MOG_0460,LH195,51,2,809
3221,PHW65_MOG_0460/PHT69,PHW65_MOG_0460,PHT69,9,2,594
3222,PHW65_MOG_0461/LH195,PHW65_MOG_0461,LH195,50,2,809
3223,PHW65_MOG_0461/PHT69,PHW65_MOG_0461,PHT69,34,2,594
3224,PHW65_MOG_0463/LH195,PHW65_MOG_0463,LH195,48,2,809
3225,PHW65_MOG_0463/PHT69,PHW65_MOG_0463,PHT69,34,2,594
3226,PHW65_MOG_0467/LH195,PHW65_MOG_0467,LH195,20,2,809
3227,PHW65_MOG_0467/PHT69,PHW65_MOG_0467,PHT69,22,2,594
3228,PHW65_MOG_0476/LH195,PHW65_MOG_0476,LH195,54,2,809
3229,PHW65_MOG_0476/PHT69,PHW65_MOG_0476,PHT69,18,2,594
3230,PHW65_MOG_0487/LH195,PHW65_MOG_0487,LH195,48,2,809
3231,PHW65_MOG_0487/PHT69,PHW65_MOG_0487,PHT69,15,2,594
3232,PHW65_MOG_0490/LH195,PHW65_MOG_0490,LH195,21,1,809
3233,PHW65_MOG_0499/LH195,PHW65_MOG_0499,LH195,52,2,809
3234,PHW65_MOG_0499/PHT69,PHW65_MOG_0499,PHT69,35,2,594
3235,PHW65_MOG_0511/CG102,PHW65_MOG_0511,CG102,10,4,153
3236,PHW65_MOG_0511/LH195,PHW65_MOG_0511,LH195,48,4,809
3237,PHW65_MOG_0511/LH198,PHW65_MOG_0511,LH198,16,4,213
3238,PHW65_MOG_0511/PHT69,PHW65_MOG_0511,PHT69,39,4,594
3239,PHW65_MOG_0512/LH195,PHW65_MOG_0512,LH195,49,2,809
3240,PHW65_MOG_0512/PHT69,PHW65_MOG_0512,PHT69,7,2,594
3241,PHW65_MOG_0513/LH195,PHW65_MOG_0513,LH195,49,2,809
3242,PHW65_MOG_0513/PHT69,PHW65_MOG_0513,PHT69,36,2,594
3243,PHW65_MOG_0517/LH195,PHW65_MOG_0517,LH195,52,2,809
3244,PHW65_MOG_0517/PHT69,PHW65_MOG_0517,PHT69,17,2,594
3245,PHW65_MOG_0522/LH195,PHW65_MOG_0522,LH195,50,2,809
3246,PHW65_MOG_0522/PHT69,PHW65_MOG_0522,PHT69,16,2,594
3247,PHW65_MOG_0534/LH195,PHW65_MOG_0534,LH195,21,2,809
3248,PHW65_MOG_0534/PHT69,PHW65_MOG_0534,PHT69,29,2,594
3249,PHW65_MOG_0539/LH195,PHW65_MOG_0539,LH195,51,2,809
3250,PHW65_MOG_0539/PHT69,PHW65_MOG_0539,PHT69,14,2,594
3251,PHW65_MOG_0542/LH195,PHW65_MOG_0542,LH195,51,2,809
3252,PHW65_MOG_0542/PHT69,PHW65_MOG_0542,PHT69,33,2,594
3253,PHW65_MOG_0544/LH195,PHW65_MOG_0544,LH195,20,2,809
3254,PHW65_MOG_0544/PHT69,PHW65_MOG_0544,PHT69,15,2,594
3255,PHW65_MOG_0545/LH195,PHW65_MOG_0545,LH195,52,2,809
3256,PHW65_MOG_0545/PHT69,PHW65_MOG_0545,PHT69,25,2,594
3257,PHW65_MOG_0551/LH195,PHW65_MOG_0551,LH195,20,2,809
3258,PHW65_MOG_0551/PHT69,PHW65_MOG_0551,PHT69,33,2,594
3259,PHW65_MOG_0553/LH195,PHW65_MOG_0553,LH195,21,2,809
3260,PHW65_MOG_0553/PHT69,PHW65_MOG_0553,PHT69,6,2,594
3261,PHW65_MOG_0554/LH195,PHW65_MOG_0554,LH195,20,2,809
3262,PHW65_MOG_0554/PHT69,PHW65_MOG_0554,PHT69,36,2,594
3263,PHW65_MOG_0560/PHT69,PHW65_MOG_0560,PHT69,7,1,594
3264,PHW65_MOG_0567/LH195,PHW65_MOG_0567,LH195,47,2,809
3265,PHW65_MOG_0567/PHT69,PHW65_MOG_0567,PHT69,24,2,594
3266,PHW65_MOG_0569/LH195,PHW65_MOG_0569,LH195,49,2,809
3267,PHW65_MOG_0569/PHT69,PHW65_MOG_0569,PHT69,37,2,594
3268,PHW65_MOG_0572/LH195,PHW65_MOG_0572,LH195,50,2,809
3269,PHW65_MOG_0572/PHT69,PHW65_MOG_0572,PHT69,30,2,594
3270,PHW65_MOG_0575/LH195,PHW65_MOG_0575,LH195,22,2,809
3271,PHW65_MOG_0575/PHT69,PHW65_MOG_0575,PHT69,8,2,594
3272,PHW65_MOG_0583/LH195,PHW65_MOG_0583,LH195,49,2,809
3273,PHW65_MOG_0583/PHT69,PHW65_MOG_0583,PHT69,23,2,594
3274,PHW65_MOG_0588/LH195,PHW65_MOG_0588,LH195,47,2,809
3275,PHW65_MOG_0588/PHT69,PHW65_MOG_0588,PHT69,16,2,594
3276,PHW65_MOG_0591/LH195,PHW65_MOG_0591,LH195,46,2,809
3277,PHW65_MOG_0591/PHT69,PHW65_MOG_0591,PHT69,24,2,594
3278,PHW65_MOG_0599/LH195,PHW65_MOG_0599,LH195,20,1,809
3279,PHW65_MOG_0620/LH195,PHW65_MOG_0620,LH195,51,2,809
3280,PHW65_MOG_0620/PHT69,PHW65_MOG_0620,PHT69,35,2,594
3281,PHW65_MOG_0621/LH195,PHW65_MOG_0621,LH195,49,2,809
3282,PHW65_MOG_0621/PHT69,PHW65_MOG_0621,PHT69,30,2,594
3283,PHW65_MOG_0622/LH195,PHW65_MOG_0622,LH195,49,2,809
3284,PHW65_MOG_0622/PHT69,PHW65_MOG_0622,PHT69,12,2,594
3285,PHW65_MOG_0629/LH195,PHW65_MOG_0629,LH195,20,2,809
3286,PHW65_MOG_0629/PHT69,PHW65_MOG_0629,PHT69,7,2,594
3287,PHW65_MOG_0633/PHT69,PHW65_MOG_0633,PHT69,14,1,594
3288,PHW65_MOG_0651/PHT69,PHW65_MOG_0651,PHT69,26,1,594
3289,PHW65_MOG_0660/LH195,PHW65_MOG_0660,LH195,51,2,809
3290,PHW65_MOG_0660/PHT69,PHW65_MOG_0660,PHT69,29,2,594
3291,PHW65_MOG_0662/LH195,PHW65_MOG_0662,LH195,21,2,809
3292,PHW65_MOG_0662/PHT69,PHW65_MOG_0662,PHT69,22,2,594
3293,PHW65_MOG_0675/LH195,PHW65_MOG_0675,LH195,24,2,809
3294,PHW65_MOG_0675/PHT69,PHW65_MOG_0675,PHT69,7,2,594
3295,PHW65_MOG_0696/LH195,PHW65_MOG_0696,LH195,21,2,809
3296,PHW65_MOG_0696/PHT69,PHW65_MOG_0696,PHT69,22,2,594
3297,PHW65_MOG_0716/PHT69,PHW65_MOG_0716,PHT69,2,1,594
3298,PHZ51/LH244,PHZ51,LH244,45,7,512
3299,PHZ51/LH82,PHZ51,LH82,5,7,205
3300,R226/LH82,R226,LH82,12,2,205
3301,R226/PHZ51,R226,PHZ51,12,2,670
3302,R227/LH82,R227,LH82,7,2,205
3303,R227/PHZ51,R227,PHZ51,8,2,670
3304,R229/DK3IIH6,R229,DK3IIH6,62,1,153
3305,S8324/LH162,S8324,LH162,46,8,28
3306,S8324/PHK05,S8324,PHK05,46,8,5
3307,S8324/PHK56,S8324,PHK56,46,8,9
3308,S8324/PHR25,S8324,PHR25,46,8,6
3309,S8324/PHZ51,S8324,PHZ51,46,8,670
3310,S8326/CG120,S8326,CG120,46,6,7
3311,S8326/LH145,S8326,LH145,46,6,14
3312,S8326/PHB47,S8326,PHB47,46,6,277
3313,S8326/PHHV4,S8326,PHHV4,46,6,9
3314,S8326/PHRE1,S8326,PHRE1,46,6,14
3315,S8326/S8324,S8326,S8324,46,6,11
3316,SD101/DK3IIH6,SD101,DK3IIH6,66,4,153
3317,SD101/LH82,SD101,LH82,17,4,205
3318,SD101/PHB47,SD101,PHB47,15,4,277
3319,SD101/PHZ51,SD101,PHZ51,19,4,670
3320,SD107/LH82,SD107,LH82,6,2,205
3321,SD107/PHZ51,SD107,PHZ51,6,2,670
3322,TR_9-1-1-6/DK3IIH6,TR_9-1-1-6,DK3IIH6,68,1,153
3323,TX110/DK87916W,TX110,DK87916W,130,1,1
3324,TX130_RP/LH185,TX130_RP,LH185,18,3,229
3325,TX130_RP/LH198,TX130_RP,LH198,13,3,213
3326,TX130_RP/PHB47,TX130_RP,PHB47,15,3,277
3327,TX149/LH195,TX149,LH195,14,1,809
3328,TX150/LH195,TX150,LH195,54,1,809
3329,TX204/LH185,TX204,LH185,27,2,229
3330,TX204/PHB47,TX204,PHB47,69,2,277
3331,TX205/LH185,TX205,LH185,3,5,229
3332,TX205/LH195,TX205,LH195,17,5,809
3333,TX205/LH198,TX205,LH198,6,5,213
3334,TX205/PB80,TX205,PB80,12,5,165
3335,TX205/PHB47,TX205,PHB47,18,5,277
3336,TX29A/PHZ51,TX29A,PHZ51,13,1,670
3337,TX303/LH195,TX303,LH195,23,8,809
3338,TX303/LH198,TX303,LH198,16,8,213
3339,TX303/LH244,TX303,LH244,5,8,512
3340,TX303/LH82,TX303,LH82,70,8,205
3341,TX303/PB80,TX303,PB80,15,8,165
3342,TX303/PHB47,TX303,PHB47,25,8,277
3343,TX303/PHZ51,TX303,PHZ51,13,8,670
3344,TX303/TX777,TX303,TX777,43,8,7
3345,TX601/PHZ51,TX601,PHZ51,2,1,670
3346,TX61M/PHB47,TX61M,PHB47,5,2,277
3347,TX61M/PHZ51,TX61M,PHZ51,5,2,670
3348,TX6252/TX714,TX6252,TX714,14,1,4
3349,TX714/LH185,TX714,LH185,5,6,229
3350,TX714/LH198,TX714,LH198,13,6,213
3351,TX714/PHZ51,TX714,PHZ51,245,6,670
3352,TX714/TX775,TX714,TX775,6,6,2
3353,TX714/TX775,TX775,TX714,25,4,4
3354,TX714/TX777,TX714,TX777,60,6,7
3355,TX714/TX777,TX777,TX714,24,3,4
3356,TX714/TX779,TX714,TX779,292,6,7
3357,TX714/TX779,TX779,TX714,16,3,4
3358,TX736/PB80,TX736,PB80,4,1,165
3359,TX739/LH195,TX739,LH195,9,2,809
3360,TX739/PB80,TX739,PB80,8,2,165
3361,TX740/LH185,TX740,LH185,21,3,229
3362,TX740/LH195,TX740,LH195,73,3,809
3363,TX740/LH198,TX740,LH198,25,3,213
3364,TX745_RP/PHB47,TX745_RP,PHB47,17,2,277
3365,TX745_RP/PHZ51,TX745_RP,PHZ51,17,2,670
3366,TX768/PHB47,TX768,PHB47,8,2,277
3367,TX768/PHZ51,TX768,PHZ51,8,2,670
3368,TX770/LH195,TX770,LH195,60,2,809
3369,TX770/PHB47,TX770,PHB47,18,2,277
3370,TX772/LH185,TX772,LH185,16,4,229
3371,TX772/LH195,TX772,LH195,16,4,809
3372,TX772/LH198,TX772,LH198,25,4,213
3373,TX772/PHB47,TX772,PHB47,4,4,277
3374,TX772W/LH185,TX772W,LH185,32,4,229
3375,TX772W/LH195,TX772W,LH195,61,4,809
3376,TX772W/LH198,TX772W,LH198,4,4,213
3377,TX772W/PHB47,TX772W,PHB47,16,4,277
3378,TX773/LH195,TX773,LH195,70,2,809
3379,TX773/TX779,TX773,TX779,86,2,7
3380,TX775/LH195,TX775,LH195,54,4,809
3381,TX775/TX777,TX775,TX777,14,4,7
3382,TX777/LH195,LH195,TX777,54,35,7
3383,TX777/LH195,TX777,LH195,417,3,809
3384,TX779/LH195,LH195,TX779,86,35,7
3385,TX779/LH195,TX779,LH195,326,3,809
3386,TX785/LH195,TX785,LH195,8,1,809
3387,TX802/PHZ51,TX802,PHZ51,4,1,670
3388,TX803/PHZ51,TX803,PHZ51,4,1,670
3389,TX81/PHZ51,TX81,PHZ51,12,1,670
3390,TX951/LH195,TX951,LH195,356,1,809
3391,TZI8/LH82,TZI8,LH82,7,2,205
3392,TZI8/PHB47,TZI8,PHB47,7,2,277
3393,VA35/LH195,VA35,LH195,110,1,809
3394,W10001_0003/LH244,W10001_0003,LH244,87,2,512
3395,W10001_0003/PHB47,W10001_0003,PHB47,21,2,277
3396,W10001_0006/PHB47,W10001_0006,PHB47,15,1,277
3397,W10001_0007/LH244,W10001_0007,LH244,91,2,512
3398,W10001_0007/PHB47,W10001_0007,PHB47,23,2,277
3399,W10001_0008/LH244,W10001_0008,LH244,18,1,512
3400,W10001_0009/LH244,W10001_0009,LH244,90,2,512
3401,W10001_0009/PHB47,W10001_0009,PHB47,8,2,277
3402,W10001_0010/LH244,W10001_0010,LH244,22,2,512
3403,W10001_0010/PHB47,W10001_0010,PHB47,4,2,277
3404,W10001_0011/LH244,W10001_0011,LH244,23,2,512
3405,W10001_0011/PHB47,W10001_0011,PHB47,7,2,277
3406,W10001_0012/LH244,W10001_0012,LH244,72,2,512
3407,W10001_0012/PHB47,W10001_0012,PHB47,15,2,277
3408,W10001_0013/LH244,W10001_0013,LH244,77,2,512
3409,W10001_0013/PHB47,W10001_0013,PHB47,12,2,277
3410,W10001_0014/LH244,W10001_0014,LH244,83,2,512
3411,W10001_0014/PHB47,W10001_0014,PHB47,15,2,277
3412,W10001_0016/LH244,W10001_0016,LH244,64,2,512
3413,W10001_0016/PHB47,W10001_0016,PHB47,3,2,277
3414,W10001_0017/LH244,W10001_0017,LH244,90,1,512
3415,W10001_0018/LH244,W10001_0018,LH244,14,2,512
3416,W10001_0018/PHB47,W10001_0018,PHB47,14,2,277
3417,W10001_0019/LH244,W10001_0019,LH244,54,2,512
3418,W10001_0019/PHB47,W10001_0019,PHB47,15,2,277
3419,W10001_0021/LH244,W10001_0021,LH244,77,1,512
3420,W10001_0022/LH244,W10001_0022,LH244,92,2,512
3421,W10001_0022/PHB47,W10001_0022,PHB47,152,2,277
3422,W10001_0023/LH244,W10001_0023,LH244,59,2,512
3423,W10001_0023/PHB47,W10001_0023,PHB47,3,2,277
3424,W10001_0029/LH244,W10001_0029,LH244,10,1,512
3425,W10001_0030/LH244,W10001_0030,LH244,34,1,512
3426,W10001_0031/LH244,W10001_0031,LH244,82,2,512
3427,W10001_0031/PHB47,W10001_0031,PHB47,14,2,277
3428,W10001_0033/LH244,W10001_0033,LH244,53,2,512
3429,W10001_0033/PHB47,W10001_0033,PHB47,13,2,277
3430,W10001_0036/LH244,W10001_0036,LH244,30,1,512
3431,W10001_0040/LH244,W10001_0040,LH244,81,1,512
3432,W10001_0042/LH244,W10001_0042,LH244,8,1,512
3433,W10001_0047/LH244,W10001_0047,LH244,85,2,512
3434,W10001_0047/PHB47,W10001_0047,PHB47,11,2,277
3435,W10002_0001/PHB47,W10002_0001,PHB47,10,1,277
3436,W10002_0002/LH244,W10002_0002,LH244,47,2,512
3437,W10002_0002/PHB47,W10002_0002,PHB47,13,2,277
